Ticker,close,date,high,low,month,open,volume
ONGC,186.7,2023-11-01 05:30:00,188.8,185.05,2023-11,186.15,9167869
ONGC,186.2,2023-11-02 05:30:00,187.65,185.75,2023-11,187.0,11471209
ONGC,190.0,2023-11-03 05:30:00,190.65,185.8,2023-11,186.65,7464912
ONGC,193.3,2023-11-06 05:30:00,194.2,189.55,2023-11,190.2,8962124
ONGC,193.2,2023-11-07 05:30:00,198.0,192.35,2023-11,193.4,13921916
ONGC,195.35,2023-11-08 05:30:00,196.55,192.3,2023-11,193.7,10186886
ONGC,192.7,2023-11-09 05:30:00,196.7,192.2,2023-11,196.5,5303833
ONGC,195.9,2023-11-10 05:30:00,196.5,192.7,2023-11,192.7,6025889
ONGC,196.75,2023-11-12 05:30:00,198.8,195.9,2023-11,198.8,2988611
ONGC,195.8,2023-11-13 05:30:00,197.3,194.1,2023-11,195.9,11181086
ONGC,199.5,2023-11-15 05:30:00,203.0,197.65,2023-11,198.5,19769385
ONGC,201.8,2023-11-16 05:30:00,203.4,201.0,2023-11,202.5,18629240
ONGC,196.35,2023-11-17 05:30:00,201.25,195.55,2023-11,200.85,13199928
ONGC,197.85,2023-11-20 05:30:00,198.5,197.0,2023-11,198.0,6423265
ONGC,191.2,2023-11-21 05:30:00,193.95,191.0,2023-11,193.0,10720353
ONGC,191.0,2023-11-22 05:30:00,191.85,189.75,2023-11,191.2,7538825
ONGC,190.65,2023-11-23 05:30:00,191.75,189.6,2023-11,191.0,6541617
ONGC,188.85,2023-11-24 05:30:00,191.85,188.15,2023-11,190.85,5751331
ONGC,193.95,2023-11-28 05:30:00,194.45,188.4,2023-11,188.85,9277764
ONGC,192.0,2023-11-29 05:30:00,195.5,191.7,2023-11,195.5,8791333
ONGC,194.95,2023-11-30 05:30:00,195.65,192.05,2023-11,192.65,14965403
ONGC,194.55,2023-12-01 05:30:00,198.25,194.25,2023-12,195.25,9935740
ONGC,202.05,2023-12-04 05:30:00,205.9,196.05,2023-12,196.5,28615290
ONGC,202.05,2023-12-05 05:30:00,203.95,199.15,2023-12,202.2,14557746
ONGC,201.95,2023-12-06 05:30:00,203.75,199.1,2023-12,203.75,12662213
ONGC,198.9,2023-12-07 05:30:00,200.9,196.05,2023-12,200.9,16425880
ONGC,195.95,2023-12-08 05:30:00,200.3,194.1,2023-12,199.85,10414387
ONGC,197.8,2023-12-11 05:30:00,200.85,194.25,2023-12,197.05,10108266
ONGC,195.4,2023-12-12 05:30:00,197.8,194.55,2023-12,196.95,10719911
ONGC,193.15,2023-12-13 05:30:00,195.4,192.05,2023-12,195.4,10892122
ONGC,195.95,2023-12-14 05:30:00,196.3,193.25,2023-12,195.9,15257294
ONGC,201.05,2023-12-15 05:30:00,201.95,196.85,2023-12,197.25,22863981
ONGC,199.0,2023-12-18 05:30:00,201.65,197.35,2023-12,201.05,8061011
ONGC,200.3,2023-12-19 05:30:00,203.55,199.3,2023-12,202.0,16739742
