Ticker,close,date,high,low,month,open,volume
APOLLOHOSP,4796.55,2023-11-01 05:30:00,4856.0,4790.0,2023-11,4835.0,281746
APOLLOHOSP,4887.0,2023-11-02 05:30:00,4895.0,4810.2,2023-11,4837.8,214035
APOLLOHOSP,5153.2,2023-11-03 05:30:00,5165.5,4937.05,2023-11,4950.75,1262458
APOLLOHOSP,5164.95,2023-11-06 05:30:00,5228.0,5127.5,2023-11,5141.05,399720
APOLLOHOSP,5136.85,2023-11-07 05:30:00,5181.95,5121.05,2023-11,5150.0,222204
APOLLOHOSP,5110.95,2023-11-08 05:30:00,5153.65,5087.45,2023-11,5135.0,400498
APOLLOHOSP,5297.6,2023-11-09 05:30:00,5313.0,5122.05,2023-11,5147.5,1032216
APOLLOHOSP,5278.5,2023-11-10 05:30:00,5338.0,5218.65,2023-11,5300.0,696409
APOLLOHOSP,5275.55,2023-11-12 05:30:00,5300.0,5265.0,2023-11,5300.0,18707
APOLLOHOSP,5220.65,2023-11-13 05:30:00,5279.0,5200.2,2023-11,5250.0,150128
APOLLOHOSP,5224.95,2023-11-15 05:30:00,5295.0,5207.0,2023-11,5283.85,356675
APOLLOHOSP,5338.75,2023-11-16 05:30:00,5368.0,5201.75,2023-11,5224.0,449045
APOLLOHOSP,5478.95,2023-11-17 05:30:00,5493.35,5306.15,2023-11,5332.2,735541
APOLLOHOSP,5473.95,2023-11-20 05:30:00,5595.0,5455.05,2023-11,5475.0,526567
APOLLOHOSP,5466.8,2023-11-21 05:30:00,5520.3,5422.4,2023-11,5500.0,382979
APOLLOHOSP,5532.0,2023-11-22 05:30:00,5539.95,5439.15,2023-11,5467.0,302473
APOLLOHOSP,5493.95,2023-11-23 05:30:00,5550.0,5473.3,2023-11,5530.0,234584
APOLLOHOSP,5401.3,2023-11-24 05:30:00,5493.0,5395.0,2023-11,5493.0,270183
APOLLOHOSP,5366.8,2023-11-28 05:30:00,5424.85,5341.0,2023-11,5401.3,362746
APOLLOHOSP,5421.95,2023-11-29 05:30:00,5435.0,5364.5,2023-11,5372.1,277119
APOLLOHOSP,5528.95,2023-11-30 05:30:00,5550.0,5382.0,2023-11,5382.0,775261
APOLLOHOSP,5591.15,2023-12-01 05:30:00,5687.65,5530.35,2023-12,5550.0,546990
APOLLOHOSP,5622.55,2023-12-04 05:30:00,5658.25,5569.6,2023-12,5626.0,936113
APOLLOHOSP,5580.2,2023-12-05 05:30:00,5689.0,5525.0,2023-12,5610.0,787929
APOLLOHOSP,5543.1,2023-12-06 05:30:00,5639.0,5508.75,2023-12,5534.15,574427
APOLLOHOSP,5461.4,2023-12-07 05:30:00,5519.8,5441.5,2023-12,5490.25,510609
APOLLOHOSP,5555.35,2023-12-08 05:30:00,5572.55,5439.05,2023-12,5495.0,456382
APOLLOHOSP,5547.35,2023-12-11 05:30:00,5555.35,5490.0,2023-12,5550.0,238128
APOLLOHOSP,5428.95,2023-12-12 05:30:00,5550.0,5403.2,2023-12,5550.0,615205
APOLLOHOSP,5426.75,2023-12-13 05:30:00,5452.0,5369.4,2023-12,5402.95,476781
APOLLOHOSP,5515.9,2023-12-14 05:30:00,5532.95,5452.1,2023-12,5494.8,490550
APOLLOHOSP,5551.2,2023-12-15 05:30:00,5588.0,5500.0,2023-12,5530.0,349758
APOLLOHOSP,5498.65,2023-12-18 05:30:00,5607.75,5494.0,2023-12,5550.5,428321
APOLLOHOSP,5555.5,2023-12-19 05:30:00,5675.35,5503.7,2023-12,5508.8,682732
APOLLOHOSP,5402.2,2023-12-20 05:30:00,5605.8,5375.1,2023-12,5555.5,437044
APOLLOHOSP,5475.85,2023-12-21 05:30:00,5553.0,5284.85,2023-12,5344.0,487514
APOLLOHOSP,5541.4,2023-12-22 05:30:00,5549.0,5462.7,2023-12,5510.0,220537
APOLLOHOSP,5633.15,2023-12-26 05:30:00,5645.0,5526.15,2023-12,5541.4,243281
APOLLOHOSP,5687.45,2023-12-27 05:30:00,5715.0,5615.6,2023-12,5635.0,307177
APOLLOHOSP,5760.5,2023-12-28 05:30:00,5770.0,5674.75,2023-12,5675.0,568149
APOLLOHOSP,5704.1,2023-12-29 05:30:00,5758.95,5677.3,2023-12,5740.0,325682
APOLLOHOSP,5750.05,2024-01-01 05:30:00,5765.0,5707.85,2024-01,5741.0,127030
APOLLOHOSP,5746.35,2024-01-02 05:30:00,5782.65,5680.0,2024-01,5738.1,166449
APOLLOHOSP,5768.3,2024-01-03 05:30:00,5786.0,5673.05,2024-01,5730.0,198997
APOLLOHOSP,5762.2,2024-01-04 05:30:00,5839.95,5731.5,2024-01,5768.3,220702
APOLLOHOSP,5754.25,2024-01-05 05:30:00,5808.8,5715.0,2024-01,5762.2,144894
APOLLOHOSP,5682.0,2024-01-08 05:30:00,5774.85,5640.0,2024-01,5750.0,157009
APOLLOHOSP,5797.65,2024-01-09 05:30:00,5849.0,5674.7,2024-01,5702.2,329437
APOLLOHOSP,5800.9,2024-01-10 05:30:00,5819.3,5721.3,2024-01,5800.0,239740
APOLLOHOSP,5869.9,2024-01-11 05:30:00,5892.0,5802.25,2024-01,5804.0,213210
APOLLOHOSP,5795.7,2024-01-12 05:30:00,5922.0,5742.85,2024-01,5870.0,250919
APOLLOHOSP,5896.4,2024-01-15 05:30:00,5924.15,5804.0,2024-01,5835.0,375458
APOLLOHOSP,5904.55,2024-01-16 05:30:00,5967.45,5829.0,2024-01,5882.0,347797
APOLLOHOSP,5925.9,2024-01-17 05:30:00,5980.35,5831.25,2024-01,5872.85,378205
APOLLOHOSP,5990.85,2024-01-18 05:30:00,6028.95,5838.0,2024-01,5959.0,591170
APOLLOHOSP,6094.65,2024-01-19 05:30:00,6120.0,5951.0,2024-01,5987.0,326813
APOLLOHOSP,6122.55,2024-01-20 05:30:00,6220.0,6073.0,2024-01,6120.0,249694
APOLLOHOSP,6153.75,2024-01-23 05:30:00,6428.7,6133.65,2024-01,6428.0,982889
APOLLOHOSP,6213.35,2024-01-24 05:30:00,6230.0,6083.35,2024-01,6153.55,435151
APOLLOHOSP,6168.85,2024-01-25 05:30:00,6238.2,6119.1,2024-01,6210.05,337391
APOLLOHOSP,6329.75,2024-01-29 05:30:00,6349.0,6177.8,2024-01,6199.05,554591
APOLLOHOSP,6309.8,2024-01-30 05:30:00,6387.85,6283.8,2024-01,6331.0,304312
APOLLOHOSP,6352.95,2024-01-31 05:30:00,6371.65,6255.55,2024-01,6280.0,499281
