Ticker,close,date,high,low,month,open,volume
HDFCLIFE,620.05,2023-11-01 05:30:00,623.95,616.9,2023-11,621.8,1947740
HDFCLIFE,619.3,2023-11-02 05:30:00,626.8,618.0,2023-11,622.0,1651263
HDFCLIFE,622.1,2023-11-03 05:30:00,625.0,619.6,2023-11,622.0,1450553
HDFCLIFE,621.8,2023-11-06 05:30:00,626.3,619.4,2023-11,622.1,1789823
HDFCLIFE,622.45,2023-11-07 05:30:00,624.0,614.7,2023-11,623.4,2747838
HDFCLIFE,618.75,2023-11-08 05:30:00,624.85,617.5,2023-11,624.0,1332249
HDFCLIFE,621.35,2023-11-09 05:30:00,625.0,613.2,2023-11,618.75,2235630
HDFCLIFE,626.75,2023-11-10 05:30:00,631.5,620.05,2023-11,620.85,2449660
HDFCLIFE,626.9,2023-11-12 05:30:00,629.9,624.55,2023-11,629.0,190819
HDFCLIFE,621.05,2023-11-13 05:30:00,628.2,617.0,2023-11,625.15,2047300
HDFCLIFE,636.15,2023-11-15 05:30:00,639.4,627.0,2023-11,632.95,2033627
HDFCLIFE,634.95,2023-11-16 05:30:00,639.7,632.0,2023-11,636.9,1753550
HDFCLIFE,651.8,2023-11-17 05:30:00,660.0,632.0,2023-11,632.85,4306473
HDFCLIFE,652.4,2023-11-20 05:30:00,655.2,647.5,2023-11,654.95,2178344
HDFCLIFE,667.9,2023-11-21 05:30:00,672.05,654.25,2023-11,655.0,5077816
HDFCLIFE,668.5,2023-11-22 05:30:00,675.35,665.3,2023-11,669.75,2664154
HDFCLIFE,665.0,2023-11-23 05:30:00,677.0,659.5,2023-11,668.05,2184014
HDFCLIFE,668.0,2023-11-24 05:30:00,672.25,663.05,2023-11,666.05,1511079
HDFCLIFE,673.3,2023-11-28 05:30:00,676.7,668.05,2023-11,668.05,1900825
HDFCLIFE,675.65,2023-11-29 05:30:00,680.45,671.3,2023-11,677.0,1829510
HDFCLIFE,690.75,2023-11-30 05:30:00,693.0,674.55,2023-11,676.9,4637116
HDFCLIFE,682.15,2023-12-01 05:30:00,695.0,680.05,2023-12,694.05,2106753
HDFCLIFE,674.95,2023-12-04 05:30:00,689.8,672.25,2023-12,689.8,4817286
HDFCLIFE,672.75,2023-12-05 05:30:00,681.3,667.7,2023-12,679.0,4028068
HDFCLIFE,677.35,2023-12-06 05:30:00,681.8,675.05,2023-12,677.0,1627777
HDFCLIFE,678.3,2023-12-07 05:30:00,685.7,675.55,2023-12,680.9,3853936
HDFCLIFE,671.25,2023-12-08 05:30:00,684.0,667.0,2023-12,680.45,2713075
HDFCLIFE,672.5,2023-12-11 05:30:00,674.5,667.25,2023-12,671.05,1897948
HDFCLIFE,707.35,2023-12-12 05:30:00,710.6,675.35,2023-12,676.9,10749420
HDFCLIFE,698.2,2023-12-13 05:30:00,707.0,689.2,2023-12,706.5,4757264
HDFCLIFE,684.55,2023-12-14 05:30:00,704.0,679.1,2023-12,702.0,6251731
HDFCLIFE,673.1,2023-12-15 05:30:00,688.0,663.25,2023-12,688.0,8720610
HDFCLIFE,672.25,2023-12-18 05:30:00,674.8,666.8,2023-12,673.8,2050286
HDFCLIFE,666.05,2023-12-19 05:30:00,674.05,664.3,2023-12,673.0,3794818
HDFCLIFE,644.1,2023-12-20 05:30:00,674.0,640.3,2023-12,671.9,3772684
HDFCLIFE,644.2,2023-12-21 05:30:00,648.7,637.15,2023-12,641.0,2755102
HDFCLIFE,639.85,2023-12-22 05:30:00,649.0,637.1,2023-12,646.0,2854029
HDFCLIFE,638.0,2023-12-26 05:30:00,645.9,634.0,2023-12,641.0,2202221
HDFCLIFE,643.8,2023-12-27 05:30:00,646.0,638.4,2023-12,643.0,2353373
